add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education
,FREMONT,,CALIFORNIA,,,A-13154-68247,6/3/2013,Withdrawn,H-1B,INDIA,,4/28/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,president,150,510-252-0346,,94538,CALIFORNIA,2003,A,INDIA,SANTA CLARA,Bachelor's
,Philadelphia,"STEEL, DOEBLEY & GLASSMAN, P.C.",PENNSYLVANIA,,,A-13161-70047,6/14/2013,Certified-Expired,H-1B,INDIA,,1/21/2015,2500 COLUMBIA AVENUE,,LANCASTER,UNITED STATES OF AMERICA,"Project Manager, Employee Services",10800,7173962570,,17603,PENNSYLVANIA,1860,Y,INDIA,LANCASTER,Other
,Tulsa,"Leblang, Mawby, & Litz",OKLAHOMA,,,A-13161-70242,6/11/2013,Denied,H-1B,ECUADOR,,5/14/2015,115 W. 3RD ST. SUITE 800,,TULSA,UNITED STATES OF AMERICA,CEO,22,918-585-3045,,74103,OKLAHOMA,1996,A,ECUADOR,LA JUNTA,Master's
,San Francisco,Law Offices of Henry G. Chow,CALIFORNIA,,,A-13161-70337,6/21/2013,Certified-Expired,H-1B,CHINA,,2/23/2015,268 SANTA ANA COURT,,SUNNYVALE,UNITED STATES OF AMERICA,CEO,115,408-738-0186,,94085,CALIFORNIA,2002,A,CHINA,SUNNYVALE,Master's
,ENGLEWOOD,"THE IRWIN LAW FIRM, LLC",COLORADO,,,A-13154-68182,6/3/2013,Certified,H-1B,PHILIPPINES,,8/31/2015,"P.O. BOX 679, E COUNTY ROAD 19",,CROWNPOINT,UNITED STATES OF AMERICA,HUMAN RESOURCES MANAGER,51,(505) 786-5237,,87313,NEW MEXICO,1950,A,PHILIPPINES,CROWNPOINT,Bachelor's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13151-67785,6/12/2013,Certified-Expired,H-1B,FRANCE,,1/27/2015,51 MONROE STREET,SUITE 1501,ROCKVILLE,UNITED STATES OF AMERICA,CEO,24,3013090058,,20850,MARYLAND,2001,A,FRANCE,BETHESDA,Master's
,Dallas,Azhar & Azhar Law Firm,TEXAS,,,A-13151-67929,5/31/2013,Denied,F-1,INDIA,,12/23/2014,"1212 CORPORATE DRIVE, SUITE 255",,IRVING,UNITED STATES OF AMERICA,President,8,972-550-9300,,75038,TEXAS,2011,A,INDIA,DALLAS,Master's
,Phoenix,"Quarles & Brady, LLP",ARIZONA,,,A-13150-67446,5/30/2013,Certified-Expired,H-1B,INDIA,,11/28/2014,6000 SOUTH 7TH STREET,,PHOENIX,UNITED STATES OF AMERICA,Executive Director of Human Resources,1900,602-243-4800,,85042,ARIZONA,1912,A,INDIA,PHOENIX,Master's
,Philadelphia,"Klasko, Rulon, Stock & Seltzer, LLP",PENNSYLVANIA,,,A-13156-69059,6/28/2013,Certified-Expired,Parolee,INDIA,,12/23/2014,ONE COMCAST CENTER,1701 JFK BOULEVARD,PHILADELPHIA,UNITED STATES OF AMERICA,Human Resources Administrator,129000,215-286-5912,,19103,PENNSYLVANIA,1963,A,INDIA,MARLTON,Master's
,Buena Park,Lee & Advocates,CALIFORNIA,,,A-13156-69062,6/5/2013,Certified-Expired,F-1,SOUTH KOREA,,1/28/2015,1717 OTTERBEIN AVE,,ROWLAND HEIGHTS,UNITED STATES OF AMERICA,Senior Pastor,16,626-810-3455,,91748,CALIFORNIA,1997,A,SOUTH KOREA,LOS ANGELES,Master's
,Lynn,Immigration Law Center,MASSACHUSETTS,,,A-13156-68900,6/11/2013,Certified-Expired,H-1B,BULGARIA,,2/13/2015,48 GILBERT STREET,,WALTHAM,UNITED STATES OF AMERICA,Owner,10,7813541262,,2453,MASSACHUSETTS,2010,A,BULGARIA,WALTHAM,Master's
,Auburn Hills,"Rona M. Lum, P.C.",MICHIGAN,,,A-13154-68226,6/17/2013,Certified-Expired,H-1B,INDIA,,2/4/2015,1150 ELIJAH MCCOY BOULEVARD,,DETROIT,UNITED STATES OF AMERICA,"Senior Director, Human Resources",540,3135564106,,48202,MICHIGAN,1984,A,INDIA,EAST BRUNSWICK,Master's
,Richardson,"YU, SOUTH & ASSOCIATES PLLC",TEXAS,,,A-13161-70170,6/21/2013,Certified-Expired,H-1B,PERU,,3/3/2015,100 CHERRY CREEK ROAD,,DAYTON,UNITED STATES OF AMERICA,SUPERINTENDENT,705,9362582667,,77535,TEXAS,1917,A,PERU,HOUSTON,Bachelor's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13161-70171,7/10/2013,Certified-Expired,Parolee,INDIA,,2/19/2015,8803 BRECKSVILLE ROAD,SUITE 7-198,BRECKSVILLE,UNITED STATES OF AMERICA,Managing Partner,21,2169059381,,44141,OHIO,2009,A,INDIA,SOMERSET,Bachelor's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13154-68272,9/5/2013,Certified,H-1B,INDIA,,5/14/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,INDIA,SANTA CLARA,Master's
,Matawan,"Fragomen, Del Rey, Bernsen & Loewy LLP",NEW JERSEY,,,A-13161-70227,6/18/2013,Certified-Expired,H-1B,UNITED KINGDOM,,1/12/2015,40 LIBERTY BOULEVARD,,MALVERN,UNITED STATES OF AMERICA,Human Resources,60000,732-590-2183,,19355,PENNSYLVANIA,1970,A,UNITED KINGDOM,RENO,Bachelor's
,Richardson,"YU, SOUTH & ASSOCIATES, PLLC",TEXAS,,,A-13161-70249,6/21/2013,Certified-Expired,H-1B,MEXICO,,1/28/2015,100 CHERRY CREEK ROAD,,DAYTON,UNITED STATES OF AMERICA,SUPERINTENDENT,705,9362582667,,77535,TEXAS,1917,A,MEXICO,CONROE,Bachelor's
,San Francisco,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-13161-70354,7/29/2013,Certified,H-1B,INDIA,,4/9/2015,500 ORACLE PARKWAY,,REDWOOD SHORES,UNITED STATES OF AMERICA,Immigration Specialist,115000,650-506-7000,,94065,CALIFORNIA,1977,A,INDIA,WEST LEBANON,Doctorate
,Atlanta,Arnall Golden Gregory LLP,GEORGIA,,,A-13153-67996,6/7/2013,Certified-Expired,Parolee,INDIA,,1/22/2015,1050 CROWN POINTE PARKWAY,SUITE 1000,ATLANTA,UNITED STATES OF AMERICA,"Senior Manager, Human Resources",500,770-551-9494,6049,30338,GEORGIA,2007,N,INDIA,NEW HARTFORD,Bachelor's
,Los Angeles,Law Offices Peter A. Kim,CALIFORNIA,,,A-13157-69485,6/6/2013,Certified-Expired,F-1,SOUTH KOREA,,4/3/2015,1901 BEVERLY,,LOS ANGELES,UNITED STATES OF AMERICA,General Secretary,2,213)483-6625,,90057,CALIFORNIA,1989,A,SOUTH KOREA,ARCADIA,Master's
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-13144-66274,6/11/2013,Denied,H-1B,INDIA,,4/30/2015,6100 TENNYSON PARKWAY,SUITE 200,PLANO,UNITED STATES OF AMERICA,Senior Lead,15324,469-229-9400,,75024,TEXAS,1981,A,INDIA,RICHMOND,Bachelor's
,FL,"Casablanca Legal Group, PL",FLORIDA,,,A-13144-66386,8/14/2013,Denied,H-1B,INDIA,,3/18/2015,1434 SOUTH POWERLINE ROAD,,POMPANO BEACH,UNITED STATES OF AMERICA,PRESIDENT,9,954-818-0217,,33069,FLORIDA,2002,A,INDIA,WEST PALM BEACH,Other
,Chicago,LAW OFFICE OF MARCEL YONAN,ILLINOIS,,,A-13155-68381,6/22/2013,Denied,B-2,PHILIPPINES,,1/28/2015,4639 N. KEDZIE AVE,,CHICAGO,UNITED STATES OF AMERICA,PRESIDENT,15,773-279-8900,,60625,ILLINOIS,2005,A,PHILIPPINES,CHICAGO,High School
,NEW YORK,"Malik & Popiel, P.C.",NEW YORK,,,A-13144-66284,5/24/2013,Certified-Expired,H-1B,INDIA,,11/17/2014,5 CORPORATE PARK,SUITE # 140,IRVINE,UNITED STATES OF AMERICA,Asst. V.P. Operations & H.R.,107,949-208-7126,488,92606,CALIFORNIA,1999,A,INDIA,IRVINE,Master's
,New York,"Law Offfice Of N. Carina Defferrire-Duffy, LLC.",NEW YORK,,,A-13144-66302,5/31/2013,Certified-Expired,B-2,TRINIDAD AND TOBAGO,,1/8/2015,11-42 46TH ROAD,,LONG ISLAND CITY,UNITED STATES OF AMERICA,President,11,2127366618,,11101,NEW YORK,1960,A,TRINIDAD AND TOBAGO,WOODHAVEN,None
,PLAINSBORO,"Khavinson & Associates, PC.",NEW JERSEY,,,A-13150-67435,6/12/2013,Certified-Expired,L-1,UKRAINE,,2/6/2015,41 UNIVERSITY DRIVE,SUITE 202,NEWTOWN,UNITED STATES OF AMERICA,HR ADMINISTRATOR,471,267-759-9000,,18940,PENNSYLVANIA,1993,A,UKRAINE,BELLEVUE,Master's
,Fremont,Law Offices of Lee & Associates,CALIFORNIA,,,A-13147-66578,6/5/2013,Certified-Expired,H-1B,CHINA,,1/12/2015,965 WEST MAUDE AVENUE,,SUNNYVALE,UNITED STATES OF AMERICA,Senior HR Manager,412,408.456.5000,1140,94085,CALIFORNIA,2000,A,CHINA,MOUNTAIN VIEW,Doctorate
,San Francisco,Weaver Schlenger Mazel LLP,CALIFORNIA,,,A-13144-66494,5/29/2013,Certified-Expired,H-1B,ITALY,,12/5/2014,149 NEW MONTGOMERY ST,6TH FLOOR,SAN FRANCISCO,UNITED STATES OF AMERICA,Director Of Human Resources,120,4158396885,,94105,CALIFORNIA,2003,A,ITALY,SAN FRANCISCO,Doctorate
,Houston,"William Y. Sim, P.C.",TEXAS,,,A-13150-67495,7/18/2013,Certified-Expired,H-1B,SOUTH KOREA,,3/11/2015,2402 BISSONNET ST,,HOUSTON,UNITED STATES OF AMERICA,President/Owner,4,7135287800,,77005,TEXAS,2007,A,SOUTH KOREA,HOUSTON,Bachelor's
,Hamden,Lamboley Law Firm,CONNECTICUT,,,A-13144-66425,5/24/2013,Certified-Expired,H-1B,INDIA,,2/3/2015,200 GLASTONBURY BOULEVARD,SUITE 304,GLASTONBURY,UNITED STATES OF AMERICA,HR Manager,95,860-633-2025,,6033,CONNECTICUT,1999,A,INDIA,MILWAUKEE,Master's
,Hamden,Lamboley Law Firm,CONNECTICUT,,,A-13144-66471,5/24/2013,Certified-Expired,H-1B,INDIA,,1/28/2015,200 GLASTONBURY BOULEVARD,SUITE 304,GLASTONBURY,UNITED STATES OF AMERICA,HR Manager,95,860-633-2025,,6033,CONNECTICUT,1999,A,INDIA,NORWALK,Master's
,Auburn Hills,"Rona M. Lum, P.C.",MICHIGAN,,,A-13150-67524,5/30/2013,Certified-Expired,H-1B,INDIA,,11/24/2014,1150 ELIJAH MCCOY BOULEVARD,,DETROIT,UNITED STATES OF AMERICA,"Senior Director, Human Resources",540,3135564106,,48202,MICHIGAN,1984,A,INDIA,PARLIN,Master's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13158-69659,9/6/2013,Certified,F-1,INDIA,,5/12/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,INDIA,FOLSOM,Master's
,Los Angeles,"Villamor Giongco, LLP",CALIFORNIA,,,A-13157-69469,6/17/2013,Certified-Expired,B-2,PHILIPPINES,,1/23/2015,263 WEST ALVIN DRIVE #B,,SALINAS,UNITED STATES OF AMERICA,Owner/Administrator,4,8314439660,,93906,CALIFORNIA,1995,A,PHILIPPINES,SALINAS,Bachelor's
,Chicago,Sidley Austin LLP,ILLINOIS,,,A-13157-69478,6/6/2013,Certified-Expired,H-1B,CHINA,,2/19/2015,10 SOUTH DEARBORN STREET,IL1-0043,CHICAGO,UNITED STATES OF AMERICA,"Executive Director, Assistant General Counsel",239000,312-732-2655,,60603,ILLINOIS,1838,A,CHINA,WEEHAWKEN,Doctorate
,San Francisco,"Morgan, Lewis & Bockius LLP",CALIFORNIA,,,A-13155-68659,6/4/2013,Certified-Expired,H-1B,INDIA,,1/14/2015,130 HOLGER WAY,,SAN JOSE,UNITED STATES OF AMERICA,"Sr. Manager, HR Programs and Compliance",3300,408-333-4961,,95134,CALIFORNIA,1995,A,INDIA,SANTA CLARA,Master's
,Cambridge,Clark Lau LLC,MASSACHUSETTS,,,A-13155-68498,10/31/2013,Certified,H-1B,DENMARK,,5/4/2015,1117 HANCOCK ROAD,,WILLIAMSTOWN,UNITED STATES OF AMERICA,Education Director,12,4134589466,,1267,MASSACHUSETTS,1987,Y,DENMARK,WILLIAMSTOWN,None
,Boston,"Seyfarth Shaw, LLP",MASSACHUSETTS,,,A-13158-69671,1/22/2014,Certified,H-1B,CHINA,,6/15/2015,THREE APPLE HILL DRIVE,,NATICK,UNITED STATES OF AMERICA,Director of Worldwide Recruiting,2800,508-647-7000,,1760,MASSACHUSETTS,1984,Y,CHINA,WATERTOWN,Doctorate
,Santa Ana,Surtida Law Offices Inc.,CALIFORNIA,,,A-13156-69106,6/12/2013,Certified-Expired,E-3,AUSTRALIA,,2/11/2015,"100 W CALIFORNIA BLVD., UNIT 25",,PASADENA,UNITED STATES OF AMERICA,Vice President - Clinical Operations,42,6265688727,2392,91105,CALIFORNIA,2001,A,PHILIPPINES,PASADENA,Doctorate
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13156-69146,9/16/2013,Withdrawn,H-1B,INDIA,,10/23/2014,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,INDIA,PORTLAND,Master's
,FRISCO,LAW OFFICE OF LAUREN J. KWON,TEXAS,,,A-13161-70202,6/20/2013,Certified-Expired,E-1,SOUTH KOREA,,2/19/2015,6641 N. BELT LINE ROAD,STE 100,IRVING,UNITED STATES OF AMERICA,CHIEF OPERATING OFFICER,175,972-350-7603,,75063,TEXAS,2008,Y,SOUTH KOREA,LEWISVILLE,Bachelor's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13158-69781,9/27/2013,Certified,H-1B,CHINA,,4/9/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Global Immigration Program Manager,53861,650-253-0000,,94043,CALIFORNIA,1998,A,CHINA,PALO ALTO,Bachelor's
,Bridgeport,"Kidambi & Associates, P.C.",CONNECTICUT,,,A-13157-69308,6/27/2013,Certified-Expired,H-1B,INDIA,,1/5/2015,13934 N 59TH AVENUE,SUITE 140,GLENDALE,UNITED STATES OF AMERICA,CFO/COO,45,6028962919,,85306,ARIZONA,1996,A,INDIA,WICHITA,Bachelor's
,Toronto,KPMG Law LLP,,,,A-13161-70257,6/11/2013,Withdrawn,H-1B,INDIA,,1/7/2015,5000 RIVERSIDE DRIVE,SUITE 100E,IRVING,UNITED STATES OF AMERICA,"Vice President, Global Rewards",2000,972-650-6126,,75039,TEXAS,1984,A,INDIA,SUNRISE,Master's
,Miami,Fragomen Del Rey Bernsen & Loewy LLP,FLORIDA,,,A-13161-70075,6/21/2013,Certified-Expired,H-1B,FRANCE,,2/6/2015,THE RED ROOF BUILDING,605 SOUTH FRONT STREET,COLUMBUS,UNITED STATES OF AMERICA,Director of Human Resources,4930,614-744-2600,,43215,OHIO,1973,A,FRANCE,COLUMBUS,Master's
,,,,,,A-13050-41599,2/20/2013,Denied,H-1B,INDIA,,10/30/2014,23440 HAWTHORNE BLVD.,SUITE 210,TORRANCE,UNITED STATES OF AMERICA,Human Resources Manager,200,3103786666,,90505,CALIFORNIA,1998,Y,INDIA,HIGHLANDS RANCH,Bachelor's
,,,,,,A-13040-39236,2/10/2013,Denied,H-1B,GHANA,,5/21/2015,30 HUNTER LANE,,CAMP HILL,UNITED STATES OF AMERICA,Associate Counsel,92000,(717) 214-8883,,17011,PENNSYLVANIA,1962,A,GHANA,ROHNERT PARK,Doctorate
,Santa Clara,The Law Firm of Payal Singh,CALIFORNIA,,,A-13039-39146,4/26/2013,Certified-Expired,H-1B,IRAN,,10/27/2014,6627 DUMBARTON CIRCLE,,FREMONT,UNITED STATES OF AMERICA,CEO,216,5107954800,180,94555,CALIFORNIA,1997,A,IRAN,MOUNTAIN VIEW,Master's
,New York,"Law Offfice Of N. Carina Defferrire-Duffy, LLC.",NEW YORK,,,A-13154-68098,7/9/2013,Certified-Expired,EWI,MEXICO,,3/2/2015,300 GRAMATAN AVENUE,,MOUNT VERNON,UNITED STATES OF AMERICA,Vice-President,3,914-668-7618,,10552,NEW YORK,1992,A,MEXICO,BRONX,None
,NEW YORK,THOMAS T. HECHT P.C.,NEW YORK,,,A-13155-68433,6/4/2013,Withdrawn,H-1B,ICELAND,,4/15/2015,19 ROBBINS AVENUE,,ELMSFORD,UNITED STATES OF AMERICA,MANAGER,10,(914) 774-9003,,10523,NEW YORK,2003,A,NIGERIA,BRONX,Bachelor's
,New York,,NEW YORK,,,A-13158-69571,6/28/2013,Certified,L-1,UNITED KINGDOM,,8/26/2015,731 LEXINGTON AVE.,,NEW YORK,UNITED STATES OF AMERICA,Human Resources Representative,15000,212-318-2000,,10022,NEW YORK,1981,Y,UNITED KINGDOM,BROOKLYN,Bachelor's
,Addison,"Fragomen, Del Rey, Bernsen & Loewy, LLP",TEXAS,,,A-13157-69241,6/13/2013,Certified,H-1B,IRAN,,6/16/2015,"16 N. MARENGO AVENUE, SUITE 707",,PASADENA,UNITED STATES OF AMERICA,VP Human Resources,10,410-552-9494,,91101,CALIFORNIA,2005,A,IRAN,GLENDALE,Bachelor's
,WHITE PLAINS,,NEW YORK,,,A-13240-92132,8/28/2013,Denied,,ECUADOR,,7/27/2015,75 NOTTINGHAM ROAD,,BEDFORD HILLS,UNITED STATES OF AMERICA,OWNER,5,914 760-0605,,10507,NEW YORK,1997,A,ECUADOR,WHITE PLAINS,None
,San Francisco,"JEWELL & ASSOCIATES, PC",CALIFORNIA,,,A-13161-70358,6/10/2013,Certified-Expired,Parolee,INDIA,,1/7/2015,3111 CORONADO DRIVE,,SANTA CLARA,UNITED STATES OF AMERICA,EVP Human Resources,421,408-986-4000,,95054,CALIFORNIA,1999,A,INDIA,CLARKSBURG,Bachelor's
,Houston,"Zhang and Attorneys, LP",TEXAS,,,A-13157-69357,7/1/2013,Certified-Expired,H-1B,INDIA,,2/26/2015,500 FIFTH AVE,FIFTH FLOOR,NEW YORK,UNITED STATES OF AMERICA,CEO,79,212-225-9520,,10110,NEW YORK,1996,A,INDIA,JERSEY CITY,Master's
,ENGLEWOOD,"THE IRWIN LAW FIRM, LLC",COLORADO,,,A-13155-68389,6/3/2013,Certified,H-1B,PHILIPPINES,,8/31/2015,"P.O. BOX 679, E COUNTY ROAD 19",,CROWNPOINT,UNITED STATES OF AMERICA,HUMAN RESOURCES MANAGER,51,(505) 786-5237,,87313,NEW MEXICO,1950,A,PHILIPPINES,CROWNPOINT,Bachelor's
,Santa Ana,Fontes Figueroa Law Group,CALIFORNIA,,,A-13154-68202,6/4/2013,Certified-Expired,H-1B,TURKEY,,2/9/2015,9321 W SAM HOUSTON PKWY S,,HOUSTON,UNITED STATES OF AMERICA,Chief Operating Officer,2200,7133433333,,77099,TEXAS,1999,N,TURKEY,SAN ANTONIO,Master's
,Boston,"Seyfarth Shaw, LLP",MASSACHUSETTS,,,A-13150-67345,1/28/2014,Certified,H-1B,VIETNAM,,6/15/2015,THREE APPLE HILL DRIVE,,NATICK,UNITED STATES OF AMERICA,Immigration Specialist - Human Resources,2800,508-647-7000,,1760,MASSACHUSETTS,1984,Y,VIETNAM,NEEDHAM,Doctorate
,Santa Clara,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13144-66353,7/30/2013,Certified-Expired,H-1B,INDIA,,2/20/2015,ONE MICROSOFT WAY,,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,55000,425-705-9061,,98052,WASHINGTON,1975,A,INDIA,BELLEVUE,Master's
,San Francisco,"Epstein Becker & Green, P.C.",CALIFORNIA,,,A-13154-68287,6/4/2013,Certified-Expired,F-1,CHINA,,2/11/2015,5488 MARVELL LANE,,SANTA CLARA,UNITED STATES OF AMERICA,Immigration Program Manager,2000,408-222-2500,,95054,CALIFORNIA,1995,A,CHINA,SANTA CLARA,Master's
,,,,,,A-13154-68309,6/30/2013,Denied,H-1B,INDIA,,2/19/2015,1117 PERIMETER CENTER WEST,SUITE E104,ATLANTA,UNITED STATES OF AMERICA,CTO,36,770-350-9254,,30338,GEORGIA,1998,A,INDIA,SAN MATEO,Bachelor's
,Houston,Law Offices of Dakshini R. Sen P.C.,TEXAS,,,A-13150-67500,6/20/2013,Certified-Expired,H-1B,INDIA,,2/3/2015,229 TEAGUE COURT,,AUBURN,UNITED STATES OF AMERICA,President,48,334-821-5033,,36832,ALABAMA,2006,A,INDIA,AUBURN,Master's
,New York,"Simin H. Syed, P.C,",NEW YORK,,,A-13158-69561,7/12/2013,Certified-Expired,H-1B,PAKISTAN,,2/24/2015,60 BROAD ST,,CARLSTADT,UNITED STATES OF AMERICA,President,42,201.549722,214,7072,NEW JERSEY,1975,A,PAKISTAN,BROOKLYN,Bachelor's
,San Jose,LSI Corporation,CALIFORNIA,,,A-13150-67596,5/30/2013,Certified-Expired,H-1B,INDIA,,11/28/2014,1320 RIDDER PARK DRIVE,,SAN JOSE,UNITED STATES OF AMERICA,Division Counsel,4500,4084337628,,95131,CALIFORNIA,1981,A,INDIA,SUNNYVALE,Master's
,San Francisco,Weaver Schlenger Mazel LLP,CALIFORNIA,,,A-13150-67538,5/30/2013,Certified-Expired,H-1B,CANADA,,12/12/2014,1400 TREAT BLVD.,,WALNUT CREEK,UNITED STATES OF AMERICA,Director of Human Resources,6394,925 - 939-3000,,94598,CALIFORNIA,1930,A,CANADA,WALNUT CREEK,Master's
,,,,,,A-13153-67999,6/3/2013,Certified-Expired,H-1B,INDIA,,1/5/2015,186 PRINCETON HIGHTST0WN ROAD,BLDG 4A  2ND FLOOR,WEST WINDSOR,UNITED STATES OF AMERICA,VICE PRESIDENT (OPERATIONS),55,609 750 1900,,8550,NEW JERSEY,2007,A,INDIA,KING OF PRUSSIA,Master's
,,,,,,A-13162-70391,6/14/2013,Certified-Expired,H-1B,INDIA,,2/9/2015,101 MORGAN LANE,SUITE # 204,PLAINSBORO,UNITED STATES OF AMERICA,PRESIDENT,30,609-750-7120,,8536,NEW JERSEY,1996,A,INDIA,EDISON,Master's
,SAN DIEGO,"FELDMAN FELDMAN & ASSOCIATES, PC",CALIFORNIA,,,A-13158-69854,7/30/2013,Certified-Expired,L-1,SWITZERLAND,,3/5/2015,15030 AVENUE OF SCIENCE,SUITE 100,SAN DIEGO,UNITED STATES OF AMERICA,VP OF HR,924,858-946-1900,,92128,CALIFORNIA,1980,A,SWITZERLAND,SAN DIEGO,Master's
,,,,,,A-13148-66676,6/18/2013,Certified,H-1B,GUATEMALA,,4/16/2015,215 ROUDEBUSH HALL,501 E. HIGH STREET,OXFORD,UNITED STATES OF AMERICA,Provost & Exec VP for Academic Affairs,5000,513/529-6734,,45056,OHIO,1809,A,GUATEMALA,HAMILTON,Master's
,Reston,Law Offices of Rakesh Mehrotra,VIRGINIA,,,A-13157-69270,6/21/2013,Denied,A1/A2,BANGLADESH,,1/12/2015,21672 FRAME SQUARE,,ASHBURN,UNITED STATES OF AMERICA,President,3,5712098645,,20148,VIRGINIA,2004,Y,BANGLADESH,WOODBRIDGE,Master's
,Santa Clara,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13149-67131,7/31/2013,Certified-Expired,H-1B,TAIWAN,,2/17/2015,ONE MICROSOFT WAY,,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,55000,425-705-9061,,98052,WASHINGTON,1975,A,TAIWAN,SEATTLE,Master's
,NEW YORK,Chirayilparambu Law Group P.C.,NEW YORK,,,A-13154-68183,7/29/2013,Certified-Expired,H-4,INDIA,,3/9/2015,4701 STELTON ROAD,,SOUTH PLAINFIELD,UNITED STATES OF AMERICA,Human Resources Manager,38,(908) 753-5500,,7080,NEW JERSEY,2010,A,INDIA,SOMERSET,Master's
,La Grange,"Hallett Law Offices, Ltd.",ILLINOIS,,,A-13155-68550,6/4/2013,Denied,H-1B,INDIA,,6/8/2015,9600 W SAMPLE ROAD,SUIRE # 304,CORAL SPRINGS,UNITED STATES OF AMERICA,HR Manager,12,9547750064,,33065,FLORIDA,2006,Y,INDIA,JACKSONVILLE,Bachelor's
,Philadelphia,"Klasko, Rulon, Stock & Seltzer, LLP",PENNSYLVANIA,,,A-13150-67376,5/31/2013,Certified-Expired,H-1B,TAIWAN,,11/19/2014,1913 N BROAD STREET,ROOM 40 LOWER LEVEL,PHILADELPHIA,UNITED STATES OF AMERICA,Assistant Vice President of Human Resources,6000,215-204-3317,,19122,PENNSYLVANIA,1884,A,TAIWAN,AMBLER,Master's
,Freehold,"Alan E. Heckler, PC",NEW JERSEY,,,A-13151-67714,5/31/2013,Certified-Expired,H-1B,CHINA,,11/24/2014,"3 PARK AVENUE, FL 27",,NEW YORK,UNITED STATES OF AMERICA,FINANCE DIRECTOR,85,2129252022,,10016,NEW YORK,2000,A,CHINA,ELMHURST,Master's
,San Francisco,Jackson & Hertogs LLP,CALIFORNIA,,,A-13150-67622,5/30/2013,Certified-Expired,H-1B,INDIA,,11/26/2014,2001 JUNIPERO SERRA BLVD,STE 600,DALY CITY,UNITED STATES OF AMERICA,Human Resources Manager,366,(650) 466-5310,,94014,CALIFORNIA,1990,A,INDIA,FREMONT,Bachelor's
,Atlanta,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-13158-69768,6/21/2013,Certified-Expired,H-1B,INDIA,,1/12/2015,1345 AVENUE OF THE AMERICAS,,NEW YORK,UNITED STATES OF AMERICA,Senior Vice President & Counsel,3366,212-969-1000,,10105,NEW YORK,1971,A,INDIA,ASTORIA,Master's
,Santa Clara,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13162-70532,7/17/2013,Certified-Expired,H-1B,INDIA,,3/3/2015,5301 STEVENS CREEK BLVD,,SANTA CLARA,UNITED STATES OF AMERICA,Global Immigration Program Manager,18500,877-424-4536,,95051,CALIFORNIA,1999,A,INDIA,PETALUMA,Bachelor's
,Milwaukee,"Sullivan Law Firm, S.C.",WISCONSIN,,,A-13162-70593,7/8/2013,Certified-Expired,Parolee,INDIA,,3/6/2015,8900 W. TOWER AVENUE,,MILWAUKEE,UNITED STATES OF AMERICA,Human Resource Manager,276,1-8009624851,,53224,WISCONSIN,1928,A,INDIA,WAUKESHA,Master's
,Santa Clara,The Chugh Firm,CALIFORNIA,,,A-13159-69936,6/20/2013,Certified-Expired,H-1B,INDIA,,1/13/2015,5000 WINDPLAY DRIVE,SUITE #5,EL DORADO HILLS,UNITED STATES OF AMERICA,Manager Accounting,105,916-939-9696,,95762,CALIFORNIA,1993,A,INDIA,SCOTTSDALE,Master's
